flight_id,airline_code,flight_type,aircraft_type,arrival_airport,departure_airport,gate_type,scheduled_arrival_time,scheduled_departure_time,planned_turnaround_minutes,actual_on_block_time,unloading_start_delay_minutes,unloading_duration_minutes,loading_duration_minutes,fueling_duration_minutes,cleaning_duration_minutes,catering_duration_minutes,security_check_duration_minutes,cargo_weight_kg,cargo_volume_cbm,number_of_uld_containers,special_cargo_flag,hazardous_goods_flag,assigned_ground_crew_count,available_ground_crew_count,average_crew_experience_years,crew_utilization_percent,airport_congestion_index,gate_occupancy_percent,equipment_availability_percent,simultaneous_flights_at_terminal,weather_condition,visibility_km,wind_speed_kmh,weather_severity_score,maintenance_required_flag,maintenance_delay_minutes,aircraft_avg_turnaround_minutes,gate_avg_turnaround_minutes,airline_avg_turnaround_minutes,actual_turnaround_minutes,actual_off_block_time,turnaround_delay_minutes
FL002590,Qatar,International,A330,HYD,FRA,Remote,2024-06-26 14:45,2024-06-26 16:37,112,2024-06-26 15:06,1,38,33,33,24,33,9,14495,13.4,2,0,0,15,15,6.6,84.4,9,68.5,93.7,20,Rain,6.5,28.8,2.3,0,0,85.2,69.5,63.9,153,2024-06-26 17:39,41
FL002591,British,International,B737,ORD,HYD,Contact,2024-11-12 18:45,2024-11-12 19:39,54,2024-11-12 19:05,0,18,13,22,11,26,10,8256,8.3,1,0,0,7,7,7.1,91.8,6,42.2,97.7,16,Cloudy,29.0,14.6,2.8,0,0,47.7,80.4,77.3,94,2024-11-12 20:39,40
FL002592,British,International,A330,CCU,HYD,Contact,2024-01-03 07:00,2024-01-03 08:43,103,2024-01-03 06:55,4,35,28,38,22,37,11,15396,15.1,2,1,0,15,15,6.5,86.8,3,30.0,97.1,4,Rain,7.0,38.1,3.6,0,0,81.7,57.3,84.9,157,2024-01-03 09:32,54
FL002593,Vistara,Domestic,B737,CCU,BOM,Remote,2024-11-20 17:15,2024-11-20 18:09,54,2024-11-20 17:38,0,22,20,21,16,8,9,6043,6.4,1,0,0,6,3,1.9,100.0,5,40.3,87.3,9,Fog,2.9,10.9,6.7,0,0,49.7,70.5,62.9,111,2024-11-20 19:29,57
FL002594,Vistara,Domestic,A320,CCU,BOM,Contact,2024-06-27 14:00,2024-06-27 14:49,49,2024-06-27 13:50,0,20,20,13,12,10,6,10529,10.3,1,0,0,4,2,8.0,100.0,9,70.5,87.9,16,Cloudy,29.3,6.6,0.3,1,5,40.4,61.1,63.4,87,2024-06-27 15:17,38
FL002595,AI,Domestic,B737,MAA,BLR,Contact,2024-04-22 13:15,2024-04-22 14:08,53,2024-04-22 13:11,10,14,17,21,10,9,8,7321,8.2,1,0,0,7,5,4.3,100.0,2,30.0,94.0,7,Clear,22.0,2.6,0.7,0,0,48.2,63.4,88.3,90,2024-04-22 14:41,37
FL002596,Singapore,Domestic,A320,BLR,HYD,Contact,2024-07-25 09:45,2024-07-25 10:26,41,2024-07-25 09:35,3,19,13,24,13,7,12,7908,6.8,1,0,0,4,4,4.8,84.1,5,43.6,94.7,9,Clear,20.5,19.3,0.0,0,0,36.9,43.4,66.9,88,2024-07-25 11:03,47
FL002597,IndiGo,International,A350,DEL,FRA,Remote,2024-04-30 09:00,2024-04-30 10:52,112,2024-04-30 09:27,3,43,34,44,28,33,10,14747,15.6,2,1,0,14,11,8.4,100.0,1,30.0,82.1,1,Fog,1.5,7.5,5.5,0,0,80.7,83.9,86.0,206,2024-04-30 12:53,94
FL002598,Vistara,Domestic,B787,HYD,BLR,Contact,2024-03-30 13:00,2024-03-30 14:27,87,2024-03-30 13:15,2,30,32,37,26,19,7,11035,11.0,1,0,0,13,13,2.7,85.0,8,67.4,90.7,18,Clear,26.0,25.4,0.0,0,0,81.7,75.3,43.4,133,2024-03-30 15:28,46
FL002599,IndiGo,International,B777,MAA,MAA,Contact,2024-04-10 19:15,2024-04-10 21:11,116,2024-04-10 19:18,0,40,33,38,37,33,15,14594,15.0,2,0,0,14,12,0.7,100.0,3,30.0,92.6,4,Rain,5.7,31.3,4.1,0,0,94.0,66.0,71.1,166,2024-04-10 22:04,50
FL002600,AI,International,B737,FRA,HYD,Contact,2024-07-25 17:45,2024-07-25 18:51,66,2024-07-25 18:05,2,22,26,33,14,10,15,6966,7.6,1,0,0,6,6,2.0,84.9,9,71.9,99.8,19,Clear,24.1,29.7,0.2,0,0,37.2,56.6,54.1,110,2024-07-25 19:55,44
FL002601,Emirates,Domestic,B737,MAA,DEL,Remote,2024-01-09 17:00,2024-01-09 17:53,53,2024-01-09 17:07,4,15,20,18,5,7,8,7225,7.1,1,0,0,10,8,6.2,100.0,5,30.0,99.2,8,Clear,29.0,27.7,0.0,0,0,57.2,57.3,81.2,101,2024-01-09 18:48,48
FL002602,AI,Domestic,A330,HYD,BOM,Remote,2024-10-01 19:45,2024-10-01 21:08,83,2024-10-01 20:27,3,25,41,39,28,22,6,14428,16.3,2,0,0,16,14,0.5,99.3,5,39.7,96.2,9,Clear,29.6,27.6,0.3,0,0,86.9,67.6,58.8,145,2024-10-01 22:52,62
FL002603,Singapore,Domestic,A321,MAA,DEL,Contact,2024-03-20 21:45,2024-03-20 22:32,47,2024-03-20 22:10,3,19,25,33,17,10,11,7662,7.1,1,0,0,8,8,1.8,76.5,4,30.0,99.4,8,Clear,13.4,7.4,1.5,0,0,59.3,58.9,67.7,102,2024-03-20 23:52,55
FL002604,IndiGo,Domestic,B787,BLR,MAA,Contact,2024-07-13 07:45,2024-07-13 09:05,80,2024-07-13 08:15,0,27,36,36,31,19,6,16860,17.7,2,0,0,12,9,3.4,100.0,9,72.3,91.4,17,Rain,4.8,24.8,2.7,0,0,82.1,82.6,67.4,129,2024-07-13 10:24,49
FL002605,AI,International,B737,CCU,DOH,Contact,2024-08-10 21:45,2024-08-10 22:41,56,2024-08-10 21:37,3,6,35,20,16,26,10,9002,8.1,1,0,0,4,4,3.7,79.6,6,45.7,94.5,13,Clear,14.2,7.2,0.0,0,0,46.3,88.1,70.8,105,2024-08-10 23:22,49
FL002606,Vistara,Domestic,A330,MAA,HYD,Contact,2024-06-09 13:15,2024-06-09 14:42,87,2024-06-09 13:53,0,29,38,40,28,17,8,13748,12.6,2,1,1,16,16,2.8,72.4,8,57.8,95.0,20,Clear,22.2,25.9,0.0,0,0,80.6,92.3,51.1,161,2024-06-09 16:34,74
FL002607,AI,International,B787,FRA,MAA,Remote,2024-11-05 13:15,2024-11-05 15:00,105,2024-11-05 13:14,7,32,40,43,18,33,11,15835,13.8,2,0,0,15,15,4.7,86.6,4,41.0,91.0,11,Rain,5.0,20.9,3.6,0,0,74.7,75.2,75.0,169,2024-11-05 16:03,64
FL002608,IndiGo,International,A330,HYD,BLR,Contact,2024-06-11 10:00,2024-06-11 11:45,105,2024-06-11 09:50,5,39,29,38,27,35,11,13781,14.7,2,0,0,13,12,6.8,93.4,5,35.2,85.1,13,Clear,10.3,12.4,0.8,0,0,79.5,51.8,59.7,146,2024-06-11 12:16,41
FL002609,Qatar,International,B737,MAA,CCU,Contact,2024-11-11 20:30,2024-11-11 21:27,57,2024-11-11 20:31,0,13,29,20,13,31,9,10012,11.9,1,0,0,10,10,3.5,96.9,2,30.0,96.5,5,Rain,4.2,48.5,2.7,0,0,39.1,77.0,80.1,102,2024-11-11 22:13,45
FL002610,AI,International,A320,HYD,DXB,Contact,2024-05-03 08:30,2024-05-03 09:34,64,2024-05-03 08:52,0,17,20,25,12,16,13,6668,5.8,1,0,0,8,8,3.6,84.5,4,30.0,99.9,7,Cloudy,13.4,5.0,0.0,0,0,46.5,73.6,62.4,99,2024-05-03 10:31,35
FL002611,British,Domestic,B737,CCU,BLR,Remote,2024-11-19 20:15,2024-11-19 21:04,49,2024-11-19 20:20,2,20,18,32,16,6,7,10133,9.6,1,0,0,13,13,4.6,88.1,3,30.0,98.2,10,Clear,23.8,3.2,0.9,0,0,42.3,69.5,54.1,102,2024-11-19 22:02,53
FL002612,AI,Domestic,B777,BLR,BOM,Contact,2024-06-06 18:30,2024-06-06 19:59,89,2024-06-06 18:40,0,29,37,46,28,21,9,15339,12.7,2,0,0,16,16,7.5,84.9,3,30.0,97.4,9,Clear,20.2,22.1,0.5,0,0,89.5,70.5,90.7,133,2024-06-06 20:53,44
FL002613,IndiGo,Domestic,B787,BOM,DEL,Contact,2024-01-10 11:45,2024-01-10 13:03,78,2024-01-10 11:39,7,31,34,47,29,13,8,17822,20.7,3,0,0,13,13,4.1,93.2,4,30.0,92.4,8,Fog,0.3,10.3,6.0,0,0,75.1,73.4,60.0,142,2024-01-10 14:01,64
FL002614,Singapore,Domestic,A320,CCU,MAA,Contact,2024-02-19 16:15,2024-02-19 17:03,48,2024-02-19 16:24,6,16,26,25,13,8,7,9601,8.1,1,0,0,6,3,6.6,100.0,5,37.4,91.9,12,Clear,15.8,14.7,0.0,0,0,43.7,64.9,68.7,104,2024-02-19 18:08,56
FL002615,IndiGo,International,B737,SIN,ORD,Contact,2024-01-15 12:15,2024-01-15 13:14,59,2024-01-15 12:29,0,10,28,19,18,22,11,8105,7.4,1,0,0,6,3,5.1,100.0,2,30.0,99.8,3,Clear,21.3,28.0,0.4,0,0,41.5,79.1,67.7,94,2024-01-15 14:03,35
FL002616,AI,International,A320,DXB,CCU,Remote,2024-01-06 11:00,2024-01-06 11:58,58,2024-01-06 11:07,7,15,16,15,19,21,10,12704,10.8,1,0,0,6,6,6.9,86.9,9,75.7,97.6,19,Rain,5.6,37.2,3.4,0,0,48.4,51.5,83.3,125,2024-01-06 13:12,67
FL002617,SpiceJet,Domestic,A350,BOM,DEL,Remote,2024-11-16 10:30,2024-11-16 11:52,82,2024-11-16 10:36,3,28,43,39,29,21,9,14509,16.9,2,0,0,14,14,5.0,91.5,8,74.0,98.6,20,Cloudy,26.1,1.8,0.0,0,0,92.7,52.2,60.5,152,2024-11-16 13:08,70
FL002618,IndiGo,Domestic,A320,DEL,CCU,Contact,2024-01-15 16:00,2024-01-15 16:44,44,2024-01-15 16:08,1,19,24,22,14,9,5,14371,15.9,2,0,0,10,7,4.3,100.0,3,30.0,99.5,5,Storm,1.0,86.7,8.7,0,0,44.5,80.8,76.2,102,2024-01-15 17:50,58
FL002619,British,Domestic,B777,MAA,HYD,Remote,2024-09-03 21:45,2024-09-03 23:13,88,2024-09-03 21:53,1,35,45,45,38,22,5,15332,18.0,3,0,0,19,19,9.1,82.5,3,30.0,96.5,5,Clear,23.8,13.4,0.0,0,0,95.7,87.2,73.5,159,2024-09-04 00:32,71
FL002620,IndiGo,International,A321,DXB,BLR,Contact,2024-01-09 10:00,2024-01-09 11:04,64,2024-01-09 10:27,1,19,26,5,19,19,7,10920,8.9,1,0,1,8,8,5.7,84.5,10,83.4,93.6,20,Fog,1.9,15.7,5.1,0,0,52.0,68.2,70.5,120,2024-01-09 12:27,56
FL002621,Singapore,International,A321,DXB,CCU,Contact,2024-07-13 21:45,2024-07-13 22:46,61,2024-07-13 22:10,2,19,24,38,24,25,6,8564,8.9,1,0,0,8,6,4.6,100.0,4,30.0,82.7,7,Storm,1.8,84.0,8.0,0,0,51.3,66.7,59.1,122,2024-07-14 00:12,61
FL002622,Lufthansa,International,A330,FRA,DOH,Remote,2024-03-21 15:00,2024-03-21 16:43,103,2024-03-21 15:28,2,30,31,37,26,35,12,15399,16.9,2,0,1,13,12,2.9,100.0,5,40.8,93.0,11,Clear,24.5,2.3,2.2,0,0,80.1,86.3,61.8,178,2024-03-21 18:26,75
FL002623,SpiceJet,International,A320,MAA,BOM,Contact,2024-03-05 10:00,2024-03-05 11:05,65,2024-03-05 10:02,0,18,11,27,18,21,8,6283,6.6,1,0,0,10,10,3.2,88.0,8,63.8,94.0,19,Clear,21.7,9.9,0.0,0,0,43.5,65.2,57.0,98,2024-03-05 11:40,33
FL002624,Lufthansa,Domestic,A320,MAA,DEL,Contact,2024-05-25 10:00,2024-05-25 10:46,46,2024-05-25 09:50,1,18,14,30,16,9,5,10748,9.5,1,0,0,8,8,5.7,85.6,4,30.0,97.0,10,Rain,3.5,25.4,2.6,0,0,46.7,80.3,64.1,80,2024-05-25 11:10,34
FL002625,SpiceJet,Domestic,A320,MAA,CCU,Remote,2024-12-28 19:15,2024-12-28 20:04,49,2024-12-28 19:15,0,15,23,32,19,14,6,8927,10.2,1,1,1,6,5,10.0,95.9,4,35.9,94.3,11,Clear,27.2,23.4,0.6,0,0,47.0,55.2,87.2,126,2024-12-28 21:21,77
FL002626,United,Domestic,B737,CCU,BLR,Contact,2024-12-28 13:00,2024-12-28 13:52,52,2024-12-28 13:00,4,20,17,22,12,10,10,8298,9.1,1,1,0,10,8,9.9,100.0,4,35.2,91.4,8,Clear,22.5,3.8,1.3,0,0,49.3,73.7,82.0,103,2024-12-28 14:43,51
FL002627,AI,Domestic,B737,MAA,BOM,Remote,2024-05-27 17:15,2024-05-27 18:08,53,2024-05-27 17:05,4,12,15,21,22,12,8,10818,10.2,1,0,0,8,8,4.8,90.0,1,30.0,99.2,2,Cloudy,23.0,21.1,0.5,0,0,36.6,66.0,91.2,76,2024-05-27 18:21,23
FL002628,Qatar,International,A321,DEL,DOH,Contact,2024-07-18 20:30,2024-07-18 21:39,69,2024-07-18 20:42,5,21,27,26,16,11,10,8475,7.0,1,1,0,7,7,8.6,79.2,5,33.3,93.0,11,Clear,22.2,28.3,0.0,0,0,44.3,81.8,67.9,131,2024-07-18 22:53,62
FL002629,Vistara,International,B777,CCU,HYD,Contact,2024-03-20 16:00,2024-03-20 18:03,123,2024-03-20 16:15,0,41,39,44,29,33,11,17435,15.0,2,0,0,16,15,7.2,99.3,9,84.3,97.3,22,Cloudy,23.7,9.9,2.5,0,0,87.0,56.0,48.4,155,2024-03-20 18:50,32
FL002630,SpiceJet,International,A320,SIN,ORD,Contact,2024-06-10 10:45,2024-06-10 11:48,63,2024-06-10 10:35,3,18,15,14,13,14,14,8076,8.2,1,0,0,6,6,1.9,89.3,1,30.0,99.0,1,Storm,0.6,73.3,9.6,0,0,42.8,39.8,52.8,85,2024-06-10 12:00,22
FL002631,Emirates,Domestic,A350,DEL,MAA,Contact,2024-07-23 13:00,2024-07-23 14:22,82,2024-07-23 12:50,6,28,33,34,30,19,5,13840,15.6,2,0,0,14,14,5.3,82.8,5,40.0,99.3,14,Cloudy,8.9,3.3,1.3,0,0,80.4,60.3,52.5,126,2024-07-23 14:56,44
FL002632,Qatar,Domestic,B787,BLR,HYD,Remote,2024-12-16 15:15,2024-12-16 16:33,78,2024-12-16 15:16,1,30,36,31,24,15,8,11016,10.2,1,0,0,10,8,5.6,100.0,7,53.1,90.0,17,Clear,13.1,27.4,1.5,0,0,73.8,78.8,65.1,134,2024-12-16 17:30,56
FL002633,AI,Domestic,A330,BOM,HYD,Contact,2024-04-30 07:15,2024-04-30 08:30,75,2024-04-30 07:42,4,31,38,32,26,16,6,12510,13.6,2,0,0,10,7,6.5,100.0,3,30.0,92.8,6,Clear,21.5,29.1,0.6,0,0,80.6,93.8,56.1,126,2024-04-30 09:48,51
FL002634,IndiGo,Domestic,A330,CCU,DEL,Remote,2024-07-17 08:30,2024-07-17 09:53,83,2024-07-17 08:20,0,24,41,39,22,16,6,10587,12.5,2,0,0,14,12,9.3,96.0,4,32.5,97.3,12,Clear,16.9,24.5,0.0,0,0,73.1,62.3,58.6,129,2024-07-17 10:29,46
FL002635,Qatar,International,A321,ORD,SIN,Contact,2024-10-04 19:15,2024-10-04 20:28,73,2024-10-04 19:35,3,21,15,25,16,20,12,5866,4.8,1,0,0,9,9,4.8,89.0,4,30.3,98.6,11,Cloudy,10.5,8.6,0.4,0,0,46.2,75.4,63.7,100,2024-10-04 21:15,27
FL002636,Qatar,Domestic,A321,BLR,MAA,Remote,2024-01-04 08:45,2024-01-04 09:32,47,2024-01-04 08:56,0,24,19,20,15,15,7,10242,8.4,1,1,0,10,10,5.9,87.8,2,30.0,99.3,3,Rain,3.6,39.1,2.2,0,0,44.8,65.2,85.0,105,2024-01-04 10:41,58
FL002637,United,International,B777,MAA,DEL,Remote,2024-05-30 17:00,2024-05-30 19:03,123,2024-05-30 16:50,0,40,44,49,28,34,10,14259,11.6,1,0,0,16,16,2.9,86.9,7,57.0,96.2,15,Rain,7.7,31.2,2.1,1,37,84.0,65.6,91.4,237,2024-05-30 20:47,114
FL002638,Singapore,International,A320,CCU,DOH,Contact,2024-08-02 06:00,2024-08-02 07:05,65,2024-08-02 06:00,2,12,18,16,12,26,9,6730,7.8,1,0,0,8,8,10.1,83.3,5,40.3,95.2,10,Cloudy,26.1,11.4,0.6,0,0,45.5,86.3,70.2,92,2024-08-02 07:32,27
FL002639,United,Domestic,A321,MAA,HYD,Remote,2024-03-25 15:15,2024-03-25 16:11,56,2024-03-25 15:13,1,21,19,30,18,14,8,8111,7.8,1,0,0,6,6,8.8,84.7,2,30.0,99.8,5,Fog,2.3,27.0,7.0,0,0,45.5,71.0,70.4,105,2024-03-25 16:58,49
FL002640,Qatar,International,A320,LHR,DOH,Contact,2024-07-12 13:15,2024-07-12 14:17,62,2024-07-12 13:31,2,25,18,26,15,9,11,7657,7.2,1,0,1,6,4,5.2,100.0,8,67.2,91.1,14,Rain,7.5,32.7,4.7,0,0,35.1,73.1,66.4,133,2024-07-12 15:44,71
FL002641,IndiGo,Domestic,B737,BLR,BOM,Contact,2024-03-11 18:45,2024-03-11 19:36,51,2024-03-11 18:45,5,15,17,21,18,10,5,5545,5.3,1,0,0,7,7,6.5,77.6,6,52.6,97.7,11,Clear,23.5,13.8,0.0,0,0,41.2,59.0,64.2,69,2024-03-11 19:54,18
FL002642,AI,International,B737,MAA,BOM,Contact,2024-02-27 15:30,2024-02-27 16:28,58,2024-02-27 15:31,1,21,24,19,19,20,9,9906,9.2,1,0,0,6,5,7.2,95.9,8,68.5,99.2,14,Cloudy,28.3,26.4,1.5,0,0,46.5,56.9,60.7,116,2024-02-27 17:27,58
FL002643,Singapore,International,A320,MAA,MAA,Contact,2024-05-15 08:30,2024-05-15 09:37,67,2024-05-15 08:25,7,14,18,23,20,11,12,9611,7.9,1,0,0,11,11,4.2,87.3,3,30.0,98.1,6,Clear,25.8,14.8,0.7,0,0,45.3,70.7,58.4,98,2024-05-15 10:03,31
FL002644,Emirates,International,A320,ORD,BOM,Contact,2024-08-05 15:15,2024-08-05 16:08,53,2024-08-05 15:34,0,21,14,20,14,18,10,10499,11.9,1,1,0,7,5,2.7,100.0,6,57.8,97.4,15,Clear,23.6,15.3,0.0,1,5,53.8,58.4,53.4,106,2024-08-05 17:20,53
FL002645,AI,Domestic,B777,BOM,MAA,Remote,2024-09-30 15:00,2024-09-30 16:37,97,2024-09-30 14:50,4,32,41,35,33,22,8,15494,15.9,2,0,0,13,13,5.5,85.2,1,30.0,96.3,4,Clear,13.8,14.0,0.0,0,0,93.0,52.4,70.6,138,2024-09-30 17:08,41
FL002646,SpiceJet,Domestic,A320,HYD,MAA,Remote,2024-12-14 19:30,2024-12-14 20:14,44,2024-12-14 19:30,3,18,15,25,18,8,9,7824,6.6,1,0,0,6,6,6.7,91.4,5,37.3,94.3,13,Cloudy,19.7,22.9,1.6,0,0,48.7,74.2,66.1,96,2024-12-14 21:06,52
FL002647,United,Domestic,A330,HYD,MAA,Contact,2024-03-28 17:45,2024-03-28 19:10,85,2024-03-28 17:44,2,35,37,46,30,18,8,13955,12.8,2,1,0,18,18,8.8,88.3,3,30.0,99.8,6,Clear,10.7,29.0,0.5,0,0,84.1,53.9,76.2,152,2024-03-28 20:16,67
FL002648,Vistara,Domestic,A320,DEL,BOM,Remote,2024-11-11 20:15,2024-11-11 21:04,49,2024-11-11 20:17,1,19,14,25,18,12,6,10982,10.4,1,0,0,9,9,7.5,84.9,5,40.8,99.9,13,Clear,25.0,26.3,0.5,0,0,41.4,53.4,48.7,92,2024-11-11 21:49,43
FL002649,SpiceJet,International,B777,DOH,HYD,Contact,2024-06-28 09:15,2024-06-28 11:11,116,2024-06-28 09:05,7,35,40,44,32,40,11,15867,16.0,2,1,0,18,18,2.7,83.5,6,48.4,100.0,15,Storm,1.4,58.9,8.0,0,0,83.8,70.1,53.2,186,2024-06-28 12:11,70
FL002650,SpiceJet,International,A321,DXB,SIN,Contact,2024-11-01 22:30,2024-11-01 23:40,70,2024-11-01 22:34,3,20,21,25,15,8,9,6888,7.8,1,0,0,7,4,2.7,100.0,10,73.0,91.9,21,Clear,16.3,3.9,0.7,0,0,53.7,71.5,89.7,121,2024-11-02 00:35,51
FL002651,IndiGo,Domestic,A320,MAA,BOM,Contact,2024-01-14 19:45,2024-01-14 20:29,44,2024-01-14 19:45,1,19,19,14,12,13,7,7819,8.8,1,0,0,7,7,3.2,88.2,9,70.4,85.5,22,Cloudy,27.4,26.3,0.0,1,86,36.8,58.2,79.4,164,2024-01-14 22:29,120
FL002652,SpiceJet,Domestic,B737,BOM,CCU,Contact,2024-03-17 18:00,2024-03-17 18:40,40,2024-03-17 17:56,2,14,12,26,18,6,7,8219,9.6,1,0,0,10,10,4.7,84.6,3,30.0,95.2,6,Clear,10.2,10.8,0.0,0,0,43.1,65.8,93.4,69,2024-03-17 19:05,29
FL002653,SpiceJet,Domestic,B737,DEL,CCU,Contact,2024-04-28 18:00,2024-04-28 18:46,46,2024-04-28 18:06,2,10,21,22,20,6,5,11541,11.0,1,0,1,8,5,7.1,100.0,2,30.0,89.1,5,Clear,19.3,17.0,0.0,0,0,42.8,84.1,90.2,89,2024-04-28 19:35,43
FL002654,AI,Domestic,A350,BOM,HYD,Contact,2024-08-05 20:00,2024-08-05 21:24,84,2024-08-05 20:14,6,29,36,42,27,21,8,16802,17.8,2,0,0,15,15,8.1,85.0,5,45.1,98.9,11,Rain,7.1,38.4,3.4,0,0,88.7,67.6,71.3,134,2024-08-05 22:28,50
FL002655,Singapore,Domestic,B777,DEL,BLR,Remote,2024-10-30 18:00,2024-10-30 19:25,85,2024-10-30 17:59,0,35,37,34,26,19,6,17552,19.2,3,0,0,16,16,6.3,85.1,2,30.0,93.5,8,Clear,24.7,17.7,0.0,0,0,91.2,65.3,67.1,133,2024-10-30 20:12,48
FL002656,SpiceJet,Domestic,A320,BOM,HYD,Remote,2024-09-26 18:30,2024-09-26 19:17,47,2024-09-26 18:22,1,24,20,14,19,11,6,6338,5.9,1,1,0,7,7,10.3,77.9,3,30.0,98.3,8,Rain,7.3,45.9,2.9,0,0,40.5,57.9,79.5,101,2024-09-26 20:03,54
FL002657,British,International,A320,MAA,LHR,Contact,2024-02-24 11:30,2024-02-24 12:28,58,2024-02-24 11:27,2,11,21,21,17,5,7,8589,7.9,1,0,0,8,8,9.8,87.1,3,30.0,99.2,6,Cloudy,24.1,29.3,0.0,1,10,43.8,47.1,55.3,90,2024-02-24 12:57,32
FL002658,British,Domestic,A321,BOM,CCU,Contact,2024-11-19 21:15,2024-11-19 22:06,51,2024-11-19 21:22,0,14,20,36,20,9,8,10572,10.4,1,1,0,7,7,5.2,74.5,5,30.8,96.0,12,Clear,20.6,28.4,0.0,0,0,44.6,67.3,74.5,97,2024-11-19 22:59,46
FL002659,IndiGo,Domestic,A320,BLR,HYD,Contact,2024-11-23 16:45,2024-11-23 17:28,43,2024-11-23 16:42,0,24,15,17,17,10,9,9124,10.8,1,0,0,7,6,0.5,100.0,2,30.0,97.5,2,Fog,0.6,13.9,5.9,0,0,49.3,69.1,50.4,81,2024-11-23 18:03,38
FL002660,Qatar,International,B737,LHR,DOH,Contact,2024-08-07 15:00,2024-08-07 15:53,53,2024-08-07 15:01,0,18,16,19,16,15,10,6027,6.2,1,1,1,7,4,6.2,100.0,10,81.0,91.8,20,Clear,22.9,15.7,0.0,0,0,45.2,80.0,61.6,124,2024-08-07 17:05,71
FL002661,Vistara,Domestic,A330,CCU,HYD,Contact,2024-01-21 11:30,2024-01-21 12:52,82,2024-01-21 11:25,12,28,33,33,30,17,7,13036,11.4,1,0,0,11,11,5.6,82.7,2,30.0,99.0,6,Rain,7.0,40.0,4.0,0,0,82.6,79.2,63.8,133,2024-01-21 13:38,51
FL002662,Lufthansa,International,B737,DEL,BLR,Contact,2024-03-11 09:30,2024-03-11 10:36,66,2024-03-11 09:28,0,17,26,28,11,20,12,6082,6.5,1,0,0,8,5,5.1,100.0,9,68.6,97.2,18,Clear,16.7,16.4,0.0,0,0,42.0,88.4,82.3,121,2024-03-11 11:29,55
FL002663,IndiGo,International,B777,LHR,DXB,Remote,2024-03-13 12:45,2024-03-13 14:37,112,2024-03-13 12:48,0,33,49,38,22,29,10,15200,12.2,2,0,0,15,14,2.6,93.4,9,73.1,96.8,22,Clear,12.3,24.4,0.5,0,0,97.6,53.7,66.6,169,2024-03-13 15:37,57
FL002664,Qatar,International,B777,ORD,SIN,Contact,2024-12-12 09:00,2024-12-12 11:00,120,2024-12-12 09:10,0,34,39,51,30,32,8,14124,14.6,2,0,0,16,16,2.6,81.4,10,84.8,91.7,24,Rain,6.5,41.5,2.9,0,0,88.9,49.8,76.2,160,2024-12-12 11:50,40
FL002665,Emirates,Domestic,B787,BLR,CCU,Contact,2024-02-05 16:00,2024-02-05 17:20,80,2024-02-05 15:56,13,33,37,43,27,19,5,17136,15.5,2,1,0,17,14,6.3,100.0,5,44.1,97.9,8,Clear,13.5,29.7,0.0,0,0,76.9,74.5,47.8,162,2024-02-05 18:38,82
FL002666,IndiGo,Domestic,A320,DEL,BOM,Contact,2024-12-22 07:15,2024-12-22 07:59,44,2024-12-22 07:11,4,17,22,26,17,10,6,11548,12.0,2,0,0,12,12,1.4,94.0,7,53.8,96.9,16,Cloudy,15.7,17.2,1.8,0,0,42.4,81.5,67.4,88,2024-12-22 08:39,44
FL002667,AI,International,B787,FRA,DEL,Contact,2024-09-30 20:15,2024-09-30 22:07,112,2024-09-30 20:27,1,34,38,44,28,33,9,14280,11.8,1,1,0,15,15,4.8,88.1,3,30.0,98.9,4,Clear,13.0,25.1,1.6,0,0,81.8,63.3,66.8,170,2024-09-30 23:17,58
FL002668,Qatar,International,A350,HYD,CCU,Remote,2024-11-18 19:15,2024-11-18 21:01,106,2024-11-18 19:37,13,31,37,33,19,25,19,15599,18.4,3,0,0,13,13,8.5,86.3,3,32.2,95.3,5,Clear,24.0,1.9,0.0,0,0,77.8,56.1,58.5,174,2024-11-18 22:31,68
FL002669,Singapore,Domestic,A320,MAA,CCU,Remote,2024-07-25 10:15,2024-07-25 11:08,53,2024-07-25 10:05,2,20,24,12,18,15,8,7104,7.2,1,1,0,7,7,12.0,88.3,2,30.0,98.0,8,Storm,0.9,51.4,7.3,0,0,38.9,105.6,79.1,119,2024-07-25 12:04,66
FL002670,IndiGo,Domestic,A321,BLR,CCU,Contact,2024-03-06 14:15,2024-03-06 15:07,52,2024-03-06 14:18,4,18,22,14,12,11,6,7695,7.4,1,0,0,6,4,8.4,100.0,9,73.6,98.1,20,Fog,1.0,12.1,3.1,0,0,44.7,60.0,69.2,95,2024-03-06 15:53,43
FL002671,Emirates,Domestic,A330,BLR,HYD,Remote,2024-04-22 09:00,2024-04-22 10:23,83,2024-04-22 09:08,0,38,36,47,28,19,5,12822,11.0,1,0,0,12,11,4.2,92.1,3,30.0,91.2,6,Cloudy,23.5,13.0,0.0,1,5,83.8,77.5,64.4,159,2024-04-22 11:47,76
FL002672,SpiceJet,Domestic,B787,HYD,BLR,Remote,2024-11-27 17:30,2024-11-27 18:59,89,2024-11-27 17:20,8,36,41,23,24,18,8,12783,10.4,1,0,0,14,14,2.1,91.2,7,61.0,93.3,14,Fog,1.9,28.4,5.9,0,0,87.0,66.2,85.4,142,2024-11-27 19:42,53
